customer_id,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
ME-73201,204,6,419,2,1,1,211,Potential
ME-73202,20,9,1302,4,2,2,422,Potential
ME-77251,11,7,514,4,2,1,421,Potential
ME-77252,323,1,204,1,1,1,111,At Risk
ME-77253,13,13,1366,4,3,2,432,Potential
ME-80101,392,1,161,1,1,1,111,At Risk
MF-176651,241,15,4636,2,4,4,244,Loyal Customers
MF-176652,51,15,4860,3,4,4,344,Loyal Customers
MF-176653,62,15,2935,3,4,3,343,Loyal Customers
MF-176654,421,8,936,1,2,2,122,At Risk
MF-182501,210,28,6176,2,4,4,244,Loyal Customers
MF-182502,39,23,9618,4,4,4,444,Champions
MF-182503,77,12,2874,3,3,3,333,Potential
MF-182504,7,12,1759,4,3,2,432,Potential
MF-76651,48,2,58,3,1,1,311,Potential
MF-76652,1155,1,104,1,1,1,111,At Risk
MF-82501,701,1,25,1,1,1,111,At Risk
MF-82502,62,10,1492,3,2,2,322,Potential
MG-176501,19,15,4904,4,4,4,444,Champions
MG-176502,137,15,2972,2,4,3,243,Loyal Customers
MG-176503,151,6,1054,2,1,2,212,Potential
MG-176504,29,14,3785,4,3,4,434,Potential
MG-176801,36,33,9028,4,4,4,444,Champions
MG-176802,502,10,3801,1,2,4,124,At Risk
MG-176803,85,8,884,3,2,2,322,Potential
MG-176804,92,10,2351,3,2,3,323,Potential
MG-176951,0,18,6960,4,4,4,444,Champions
MG-176952,34,24,6958,4,4,4,444,Champions
MG-176953,198,10,962,2,2,2,222,Potential
MG-176954,555,7,1342,1,2,2,122,At Risk
MG-178751,44,17,4374,3,4,4,344,Loyal Customers
MG-178752,51,17,6604,3,4,4,344,Loyal Customers
MG-178753,5,18,2233,4,4,3,443,Loyal Customers
MG-178754,116,7,1241,2,2,2,222,Potential
MG-178901,26,20,7964,4,4,4,444,Champions
MG-178902,5,24,2846,4,4,3,443,Loyal Customers
MG-178903,187,5,1579,2,1,2,212,Potential
MG-178904,99,13,777,3,3,2,332,Potential
MG-181451,33,5,3170,4,1,3,413,Potential
MG-181452,37,8,9501,4,2,4,424,Potential
MG-181453,2,22,2416,4,4,3,443,Loyal Customers
MG-181454,84,8,3062,3,2,3,323,Potential
MG-182051,26,19,7669,4,4,4,444,Champions
MG-182052,2,20,5544,4,4,4,444,Champions
MG-182053,16,13,3134,4,3,3,433,Potential
MG-182054,264,2,16,2,1,1,211,Potential
MG-76501,495,1,302,1,1,1,111,At Risk
MG-76801,74,13,2878,3,3,3,333,Potential
MG-76802,188,9,1421,2,2,2,222,Potential
MG-76951,341,5,557,1,1,1,111,At Risk
MG-76952,335,10,1547,1,2,2,122,At Risk
MG-78751,403,2,80,1,1,1,111,At Risk
MG-78901,373,1,19,1,1,1,111,At Risk
MG-81451,281,6,4881,1,1,4,114,At Risk
MG-81452,1344,2,348,1,1,1,111,At Risk
MG-82051,369,9,1355,1,2,2,122,At Risk
MG-82052,609,1,15,1,1,1,111,At Risk
MG-82053,1,4,277,4,1,1,411,Potential
MH-172901,413,13,3762,1,3,3,133,At Risk
MH-172902,37,13,2845,4,3,3,433,Potential
MH-172903,97,18,4717,3,4,4,344,Loyal Customers
MH-172904,119,13,2393,2,3,3,233,Potential
MH-174401,8,13,3492,4,3,3,433,Potential
MH-174402,44,25,3454,3,4,3,343,Loyal Customers
MH-174403,146,10,601,2,2,1,221,Potential
MH-174404,376,9,400,1,2,1,121,At Risk
MH-174551,179,10,2602,2,2,3,223,Potential
MH-174552,54,13,3228,3,3,3,333,Potential
MH-174553,408,8,1691,1,2,2,122,At Risk
MH-174554,85,11,2456,3,3,3,333,Potential
MH-176201,215,4,732,2,1,2,212,Potential
MH-176202,23,18,4013,4,4,4,444,Champions
MH-176203,104,20,5040,3,4,4,344,Loyal Customers
MH-176204,155,6,1253,2,1,2,212,Potential
MH-177851,0,21,4676,4,4,4,444,Champions
MH-177852,15,6,2780,4,1,3,413,Potential
MH-177853,362,11,2017,1,3,3,133,At Risk
MH-177854,98,11,2203,3,3,3,333,Potential
MH-180251,926,4,1129,1,1,2,112,At Risk
MH-180252,73,17,5120,3,4,4,344,Loyal Customers
MH-180253,20,9,2520,4,2,3,423,Potential
MH-180254,49,10,2986,3,2,3,323,Potential
MH-181151,184,16,2634,2,4,3,243,Loyal Customers
MH-181152,18,9,2669,4,2,3,423,Potential
MH-181153,207,9,1208,2,2,2,222,Potential
MH-181154,5,22,5503,4,4,4,444,Champions
MH-72901,737,7,1684,1,2,2,122,At Risk
MH-74401,96,8,2763,3,2,3,323,Potential
MH-74402,1114,4,326,1,1,1,111,At Risk
MH-74403,697,4,268,1,1,1,111,At Risk
MH-74551,107,6,457,3,1,1,311,Potential
MH-74552,92,16,4290,3,4,4,344,Loyal Customers
MH-76201,245,4,372,2,1,1,211,Potential
MH-76202,762,3,129,1,1,1,111,At Risk
MH-76203,482,5,678,1,1,1,111,At Risk
MH-77851,77,9,1580,3,2,2,322,Potential
MH-77852,7,4,336,4,1,1,411,Potential
MH-80251,658,4,451,1,1,1,111,At Risk
MH-80252,62,1,22,3,1,1,311,Potential
MH-80253,14,5,623,4,1,1,411,Potential
MH-81151,58,8,942,3,2,2,322,Potential
MH-81152,219,3,319,2,1,1,211,Potential
MJ-177401,21,13,3419,4,3,3,433,Potential
MJ-177402,53,7,2549,3,2,3,323,Potential
MJ-177403,94,18,3061,3,4,3,343,Loyal Customers
MJ-177404,22,15,6321,4,4,4,444,Champions
MJ-77401,159,3,1080,2,1,2,212,Potential
MJ-77402,373,4,56,1,1,1,111,At Risk
MK-179051,63,16,5029,3,4,4,344,Loyal Customers
MK-179052,21,10,2601,4,2,3,423,Potential
MK-179053,26,14,3269,4,3,3,433,Potential
MK-179054,28,17,2302,4,4,3,443,Loyal Customers
MK-181601,33,24,6220,4,4,4,444,Champions
MK-181602,22,14,2254,4,3,3,433,Potential
MK-181603,656,4,539,1,1,1,111,At Risk
MK-181604,240,11,1031,2,3,2,232,Potential
MK-79051,219,6,347,2,1,1,211,Potential
MK-79052,380,2,187,1,1,1,111,At Risk
MK-79053,149,9,712,2,2,1,221,Potential
MK-81601,235,6,1310,2,1,2,212,Potential
MK-81602,139,2,80,2,1,1,211,Potential
MK-81603,40,21,1307,4,4,2,442,Loyal Customers
ML-173951,0,7,1814,4,2,2,422,Potential
ML-173952,575,7,6747,1,2,4,124,At Risk
ML-173953,380,10,3221,1,2,3,123,At Risk
ML-173954,69,20,2723,3,4,3,343,Loyal Customers
ML-174101,33,19,6342,4,4,4,444,Champions
ML-174102,165,8,1924,2,2,3,223,Potential
ML-174103,49,13,3794,3,3,4,334,Potential
ML-174104,54,15,2922,3,4,3,343,Loyal Customers
ML-177551,162,23,6767,2,4,4,244,Loyal Customers
ML-177552,1,7,5182,4,2,4,424,Potential
ML-177553,574,7,404,1,2,1,121,At Risk
ML-177554,29,13,2071,4,3,3,433,Potential
ML-180401,321,13,2753,1,3,3,133,At Risk
ML-180402,7,14,4549,4,3,4,434,Potential
ML-180403,434,6,633,1,1,1,111,At Risk
ML-180404,79,4,742,3,1,2,312,Potential
ML-182651,191,19,5548,2,4,4,244,Loyal Customers
ML-182652,188,26,7379,2,4,4,244,Loyal Customers
ML-182653,476,11,1591,1,3,2,132,At Risk
ML-182654,100,3,162,3,1,1,311,Potential
ML-73951,132,8,497,2,2,1,221,Potential
ML-73952,170,5,553,2,1,1,211,Potential
ML-74101,169,5,193,2,1,1,211,Potential
ML-77551,309,10,937,1,2,2,122,At Risk
ML-77552,1288,1,51,1,1,1,111,At Risk
ML-77553,26,2,122,4,1,1,411,Potential
ML-80401,44,7,1513,3,2,2,322,Potential
ML-80402,278,1,73,1,1,1,111,At Risk
ML-80403,223,2,104,2,1,1,211,Potential
ML-82651,421,6,984,1,1,2,112,At Risk
ML-82652,8,6,187,4,1,1,411,Potential
MM-172601,78,22,7869,3,4,4,344,Loyal Customers
MM-172602,110,13,1912,2,3,3,233,Potential
MM-172603,4,12,4620,4,3,4,434,Potential
MM-172604,168,6,1315,2,1,2,212,Potential
MM-179201,44,11,3683,3,3,3,333,Potential
MM-179202,91,16,7421,3,4,4,344,Loyal Customers
MM-179203,13,24,5483,4,4,4,444,Champions
MM-179204,7,16,3793,4,4,4,444,Champions
MM-180551,26,4,303,4,1,1,411,Potential
MM-180552,15,17,6490,4,4,4,444,Champions
MM-180553,204,9,1619,2,2,2,222,Potential
MM-180554,61,19,2752,3,4,3,343,Loyal Customers
MM-182801,147,7,1582,2,2,2,222,Potential
MM-182802,711,8,3349,1,2,3,123,At Risk
MM-182803,12,9,1429,4,2,2,422,Potential
MM-182804,85,12,774,3,3,2,332,Potential
MM-72601,131,1,19,2,1,1,211,Potential
MM-72602,1459,1,314,1,1,1,111,At Risk
MM-72603,296,11,5177,1,3,4,134,At Risk
MM-79201,83,10,968,3,2,2,322,Potential
MM-79202,28,1,382,4,1,1,411,Potential
MM-80551,602,6,686,1,1,1,111,At Risk
MM-80552,33,11,1239,4,3,2,432,Potential
MM-82801,142,5,664,2,1,1,211,Potential
MM-82802,71,14,2922,3,3,3,333,Potential
MN-179351,109,9,4101,3,2,4,324,Potential
MN-179352,8,9,3182,4,2,3,423,Potential
MN-179353,119,17,3112,2,4,3,243,Loyal Customers
MN-179354,34,10,2477,4,2,3,423,Potential
MN-79351,30,3,71,4,1,1,411,Potential
MN-79352,657,7,2104,1,2,3,123,At Risk
MO-175001,43,7,1731,3,2,2,322,Potential
MO-175002,147,14,4472,2,3,4,234,Potential
MO-175003,36,24,3190,4,4,3,443,Loyal Customers
MO-175004,72,5,922,3,1,2,312,Potential
MO-178001,6,14,9347,4,3,4,434,Potential
MO-178002,105,4,355,3,1,1,311,Potential
MO-178003,89,11,2319,3,3,3,333,Potential
MO-178004,104,11,1686,3,3,2,332,Potential
MO-179501,400,1,101,1,1,1,111,At Risk
MO-179502,6,16,4009,4,4,4,444,Champions
MO-179503,76,3,266,3,1,1,311,Potential
MO-179504,180,4,154,2,1,1,211,Potential
MO-75001,735,3,580,1,1,1,111,At Risk
MO-75002,281,4,231,1,1,1,111,At Risk
MO-78001,30,12,1885,4,3,2,432,Potential
MO-78002,14,6,2411,4,1,3,413,Potential
MO-79501,663,2,712,1,1,1,111,At Risk
MO-79502,98,3,222,3,1,1,311,Potential
MP-174701,42,8,1697,3,2,2,322,Potential
MP-174702,5,12,4416,4,3,4,434,Potential
MP-174703,387,15,3608,1,4,3,143,Loyal Customers
MP-174704,719,14,3207,1,3,3,133,At Risk
MP-179651,107,10,2552,3,2,3,323,Potential
MP-179652,54,33,6431,3,4,4,344,Loyal Customers
MP-179653,27,21,4263,4,4,4,444,Champions
MP-179654,72,20,3984,3,4,4,344,Loyal Customers
MP-181751,22,19,9796,4,4,4,444,Champions
MP-181752,247,15,5065,2,4,4,244,Loyal Customers
MP-181753,266,12,2096,2,3,3,233,Potential
MP-181754,16,19,5090,4,4,4,444,Champions
MP-74701,543,3,59,1,1,1,111,At Risk
MP-79651,449,5,295,1,1,1,111,At Risk
MP-79652,196,5,271,2,1,1,211,Potential
MP-81751,168,7,944,2,2,2,222,Potential
MP-81752,90,10,1225,3,2,2,322,Potential
MR-175451,97,12,4797,3,3,4,334,Potential
MR-175452,151,34,11500,2,4,4,244,Loyal Customers
MR-175453,200,4,2312,2,1,3,213,Potential
MR-175454,125,6,640,2,1,1,211,Potential
MR-75451,292,16,1963,1,4,3,143,Loyal Customers
MR-75452,100,4,363,3,1,1,311,Potential
MS-173651,27,11,4809,4,3,4,434,Potential
MS-173652,5,9,2419,4,2,3,423,Potential
MS-173653,36,24,5642,4,4,4,444,Champions
MS-173654,273,24,7445,1,4,4,144,Loyal Customers
MS-175301,70,13,6450,3,3,4,334,Potential
MS-175302,15,8,3698,4,2,3,423,Potential
MS-175303,191,19,2710,2,4,3,243,Loyal Customers
MS-175304,434,7,476,1,2,1,121,At Risk
MS-177101,29,7,314,4,2,1,421,Potential
MS-177102,33,10,3814,4,2,4,424,Potential
MS-177103,29,17,2762,4,4,3,443,Loyal Customers
MS-177104,413,15,1611,1,4,2,142,Loyal Customers
MS-177701,151,14,4739,2,3,4,234,Potential
MS-177702,49,17,7757,3,4,4,344,Loyal Customers
MS-177703,34,16,1747,4,4,2,442,Loyal Customers
MS-177704,121,19,3146,2,4,3,243,Loyal Customers
MS-178301,63,18,2696,3,4,3,343,Loyal Customers
MS-178302,23,13,4366,4,3,4,434,Potential
MS-178303,72,19,4350,3,4,4,344,Loyal Customers
MS-178304,452,5,370,1,1,1,111,At Risk
MS-179801,321,12,4091,1,3,4,134,At Risk
MS-179802,142,17,7202,2,4,4,244,Loyal Customers
MS-179803,69,24,4065,3,4,4,344,Loyal Customers
MS-179804,26,11,855,4,3,2,432,Potential
MS-73651,224,10,1233,2,2,2,222,Potential
MS-73652,111,1,133,2,1,1,211,Potential
MS-75301,937,4,569,1,1,1,111,At Risk
MS-75302,51,12,887,3,3,2,332,Potential
MS-77101,63,2,164,3,1,1,311,Potential
MS-77102,281,10,1366,1,2,2,122,At Risk
MS-77701,98,4,217,3,1,1,311,Potential
MS-77702,126,3,322,2,1,1,211,Potential
MS-78301,139,4,305,2,1,1,211,Potential
MS-78302,4,11,4017,4,3,4,434,Potential
MS-79801,6,5,673,4,1,1,411,Potential
MS-79802,278,8,983,1,2,2,122,At Risk
MT-178151,147,15,4902,2,4,4,244,Loyal Customers
MT-178152,93,12,3607,3,3,3,333,Potential
MT-178153,63,10,2446,3,2,3,323,Potential
MT-178154,49,10,2890,3,2,3,323,Potential
MT-180701,209,18,2682,2,4,3,243,Loyal Customers
MT-180702,127,15,6720,2,4,4,244,Loyal Customers
MT-180703,264,9,204,2,2,1,221,Potential
MT-180704,203,11,1321,2,3,2,232,Potential
MT-78151,526,3,344,1,1,1,111,At Risk
MT-78152,176,9,1157,2,2,2,222,Potential
MT-80701,323,6,4827,1,1,4,114,At Risk
MT-80702,620,9,2025,1,2,3,123,At Risk
MV-174851,19,12,2222,4,3,3,433,Potential
MV-174852,16,20,5580,4,4,4,444,Champions
MV-174853,111,4,1202,2,1,2,212,Potential
MV-174854,27,15,1561,4,4,2,442,Loyal Customers
MV-181901,99,15,9480,3,4,4,344,Loyal Customers
MV-181902,58,16,2796,3,4,3,343,Loyal Customers
MV-181903,90,6,1564,3,1,2,312,Potential
MV-181904,19,11,1736,4,3,2,432,Potential
MV-74851,470,3,636,1,1,1,111,At Risk
MV-74852,819,3,317,1,1,1,111,At Risk
MV-81901,7,8,3445,4,2,3,423,Potential
MV-81902,460,6,551,1,1,1,111,At Risk
MW-182201,148,8,7302,2,2,4,224,Potential
MW-182202,68,18,5709,3,4,4,344,Loyal Customers
MW-182203,274,23,2241,1,4,3,143,Loyal Customers
MW-182204,17,14,5342,4,3,4,434,Potential
MW-182351,16,18,5128,4,4,4,444,Champions
MW-182352,194,20,3020,2,4,3,243,Loyal Customers
MW-182353,63,18,4534,3,4,4,344,Loyal Customers
MW-182354,44,3,5254,3,1,4,314,Potential
MW-82201,512,5,224,1,1,1,111,At Risk
MW-82202,44,6,2252,3,1,3,313,Potential
MW-82351,0,6,675,4,1,1,411,Potential
MW-82352,784,1,397,1,1,1,111,At Risk
MY-173801,211,19,6052,2,4,4,244,Loyal Customers
MY-173802,53,12,5220,3,3,4,334,Potential
MY-173803,47,6,1198,3,1,2,312,Potential
MY-173804,29,13,2255,4,3,3,433,Potential
MY-182951,0,24,8991,4,4,4,444,Champions
MY-182952,43,19,6649,3,4,4,344,Loyal Customers
MY-182953,14,21,5779,4,4,4,444,Champions
MY-182954,71,21,4151,3,4,4,344,Loyal Customers
MY-73801,949,3,158,1,1,1,111,At Risk
MY-73802,322,3,1589,1,1,2,112,At Risk
MY-82951,43,13,2993,3,3,3,333,Potential
MY-82952,509,10,1081,1,2,2,122,At Risk
MZ-173351,21,10,2892,4,2,3,423,Potential
MZ-173352,155,11,5126,2,3,4,234,Potential
MZ-173353,36,15,5854,4,4,4,444,Champions
MZ-173354,30,6,594,4,1,1,411,Potential
MZ-175151,44,22,5508,3,4,4,344,Loyal Customers
MZ-175152,43,15,3803,3,4,4,344,Loyal Customers
MZ-175153,23,8,1508,4,2,2,422,Potential
MZ-175154,282,10,2565,1,2,3,123,At Risk
MZ-73351,310,4,180,1,1,1,111,At Risk
MZ-73352,112,7,3314,2,2,3,223,Potential
MZ-75151,119,11,1234,2,3,2,232,Potential
MZ-75152,902,2,150,1,1,1,111,At Risk
MZ-75153,78,9,1809,3,2,2,322,Potential
NB-185801,547,5,1306,1,1,2,112,At Risk
NB-185802,638,2,1409,1,1,2,112,At Risk
NB-185803,452,8,1886,1,2,2,122,At Risk
NB-185804,1166,2,274,1,1,1,111,At Risk
NB-186551,385,7,2804,1,2,3,123,At Risk
NB-186552,38,15,4478,4,4,4,444,Champions
NB-186553,173,3,392,2,1,1,211,Potential
NB-186554,19,17,1974,4,4,3,443,Loyal Customers
NB-85801,428,10,633,1,2,1,121,At Risk
NB-85802,1283,1,100,1,1,1,111,At Risk
NB-85803,636,3,327,1,1,1,111,At Risk
NB-86551,1096,3,131,1,1,1,111,At Risk
NB-86552,110,6,303,2,1,1,211,Potential
NC-183401,214,22,7627,2,4,4,244,Loyal Customers
NC-183402,5,11,1754,4,3,2,432,Potential
NC-183403,204,6,2063,2,1,3,213,Potential
NC-183404,224,17,2461,2,4,3,243,Loyal Customers
NC-184151,427,9,833,1,2,2,122,At Risk
NC-184152,189,4,2335,2,1,3,213,Potential
NC-184153,39,12,3870,4,3,4,434,Potential
NC-184154,41,14,2219,4,3,3,433,Potential
NC-185351,80,6,1137,3,1,2,312,Potential
NC-185352,303,10,565,1,2,1,121,At Risk
NC-185353,74,5,1109,3,1,2,312,Potential
NC-185354,6,15,8240,4,4,4,444,Champions
NC-186251,20,28,11491,4,4,4,444,Champions
NC-186252,55,14,2018,3,3,3,333,Potential
NC-186253,107,5,1573,3,1,2,312,Potential
NC-186254,204,9,1822,2,2,2,222,Potential
NC-83401,35,13,2280,4,3,3,433,Potential
NC-83402,196,4,229,2,1,1,211,Potential
NC-83403,469,3,199,1,1,1,111,At Risk
NC-84151,196,4,287,2,1,1,211,Potential
NC-84152,106,6,1215,3,1,2,312,Potential
NC-85351,293,5,782,1,1,2,112,At Risk
NC-85352,138,9,469,2,2,1,221,Potential
NC-86251,461,2,339,1,1,1,111,At Risk
NC-86252,1155,1,103,1,1,1,111,At Risk
ND-183701,107,7,652,3,2,1,321,Potential
ND-183702,392,8,3485,1,2,3,123,At Risk
ND-183703,12,21,2452,4,4,3,443,Loyal Customers
ND-183704,27,18,4329,4,4,4,444,Champions
ND-184601,5,11,1377,4,3,2,432,Potential
ND-184602,146,12,5124,2,3,4,234,Potential
ND-184603,162,13,2663,2,3,3,233,Potential
ND-184604,183,8,2894,2,2,3,223,Potential
ND-83701,33,3,360,4,1,1,411,Potential
ND-83702,48,6,2431,3,1,3,313,Potential
ND-84601,8,6,1973,4,1,3,413,Potential
ND-84602,837,1,41,1,1,1,111,At Risk
ND-84603,25,6,708,4,1,1,411,Potential
NF-183851,40,23,7362,4,4,4,444,Champions
NF-183852,7,24,9656,4,4,4,444,Champions
NF-183853,282,4,2703,1,1,3,113,At Risk
NF-183854,79,14,8321,3,3,4,334,Potential
NF-184751,450,12,3008,1,3,3,133,At Risk
NF-184752,6,18,6407,4,4,4,444,Champions
NF-184753,266,12,839,2,3,2,232,Potential
NF-184754,525,4,377,1,1,1,111,At Risk
NF-185951,219,5,2661,2,1,3,213,Potential
NF-185952,586,5,1557,1,1,2,112,At Risk
NF-185953,11,13,4287,4,3,4,434,Potential
NF-185954,114,12,2031,2,3,3,233,Potential
NF-83851,1,17,2029,4,4,3,443,Loyal Customers
NF-83852,551,4,402,1,1,1,111,At Risk
NF-83853,49,9,1305,3,2,2,322,Potential
NF-84751,43,4,755,3,1,2,312,Potential
NF-84752,820,5,676,1,1,1,111,At Risk
NF-84753,114,7,587,2,2,1,221,Potential
NF-85951,512,4,801,1,1,2,112,At Risk
NF-85952,516,4,931,1,1,2,112,At Risk
NG-183551,216,10,2074,2,2,3,223,Potential
NG-183552,60,13,2134,3,3,3,333,Potential
NG-183553,187,11,3188,2,3,3,233,Potential
NG-183554,48,16,1871,3,4,2,342,Loyal Customers
NG-184301,47,13,10114,3,3,4,334,Potential
NG-184302,27,14,3620,4,3,3,433,Potential
NG-184303,71,13,3841,3,3,4,334,Potential
NG-184304,48,9,1397,3,2,2,322,Potential
NG-83551,1063,3,358,1,1,1,111,At Risk
NG-83552,695,5,403,1,1,1,111,At Risk
NG-83553,103,8,1987,3,2,3,323,Potential
NG-84301,37,8,430,4,2,1,421,Potential
NG-84302,439,2,728,1,1,1,111,At Risk
NG-84303,18,6,2591,4,1,3,413,Potential
NH-186101,20,35,11557,4,4,4,444,Champions
NH-186102,70,16,4807,3,4,4,344,Loyal Customers
NH-186103,488,1,146,1,1,1,111,At Risk
NH-186104,189,11,2673,2,3,3,233,Potential
NH-86101,71,2,31,3,1,1,311,Potential
NH-86102,939,3,1005,1,1,2,112,At Risk
NH-86103,5,4,1085,4,1,2,412,Potential
NK-184901,215,18,6215,2,4,4,244,Loyal Customers
NK-184902,26,7,1104,4,2,2,422,Potential
NK-184903,237,16,3592,2,4,3,243,Loyal Customers
NK-184904,70,11,571,3,3,1,331,Potential
NK-84901,206,11,2393,2,3,3,233,Potential
NL-183101,86,15,6982,3,4,4,344,Loyal Customers
NL-183102,25,8,1732,4,2,2,422,Potential
NL-183103,61,6,455,3,1,1,311,Potential
NL-183104,58,10,1420,3,2,2,322,Potential
NL-83101,575,2,222,1,1,1,111,At Risk
NL-83102,780,2,29,1,1,1,111,At Risk
NM-184451,85,21,8764,3,4,4,344,Loyal Customers
NM-184452,151,7,1335,2,2,2,222,Potential
NM-184453,30,18,3664,4,4,3,443,Loyal Customers
NM-184454,160,14,6461,2,3,4,234,Potential
NM-185201,106,14,4082,3,3,4,334,Potential
NM-185202,19,12,4103,4,3,4,434,Potential
NM-185203,46,7,1983,3,2,3,323,Potential
NM-185204,244,15,2163,2,4,3,243,Loyal Customers
NM-84451,366,4,191,1,1,1,111,At Risk
NM-84452,919,1,18,1,1,1,111,At Risk
NM-84453,33,10,3845,4,2,4,424,Potential
NM-85201,158,6,1541,2,1,2,212,Potential
NP-183251,1,10,945,4,2,2,422,Potential
NP-183252,55,15,2922,3,4,3,343,Loyal Customers
NP-183253,153,8,2382,2,2,3,223,Potential
NP-183254,25,21,5532,4,4,4,444,Champions
NP-186701,62,5,660,3,1,1,311,Potential
NP-186702,191,20,6412,2,4,4,244,Loyal Customers
NP-186703,418,5,1860,1,1,2,112,At Risk
NP-186704,58,10,3909,3,2,4,324,Potential
NP-186851,127,12,3851,2,3,4,234,Potential
NP-186852,139,11,843,2,3,2,232,Potential
NP-186853,14,24,5440,4,4,4,444,Champions
NP-186854,406,7,1229,1,2,2,122,At Risk
NP-187001,29,10,877,4,2,2,422,Potential
NP-187002,28,15,4020,4,4,4,444,Champions
NP-187003,193,7,1238,2,2,2,222,Potential
NP-187004,138,13,7904,2,3,4,234,Potential
NP-83251,15,5,219,4,1,1,411,Potential
NP-83252,863,2,531,1,1,1,111,At Risk
NP-83253,396,4,587,1,1,1,111,At Risk
NP-86701,226,2,1954,2,1,3,213,Potential
NP-86702,482,6,919,1,1,2,112,At Risk
NP-86851,114,10,4655,2,2,4,224,Potential
NP-86852,279,2,340,1,1,1,111,At Risk
NP-87001,191,12,1330,2,3,2,232,Potential
NP-87002,37,5,552,4,1,1,411,Potential
NR-185501,2,17,4196,4,4,4,444,Champions
NR-185502,256,5,1116,2,1,2,212,Potential
NR-185503,82,17,3313,3,4,3,343,Loyal Customers
NR-185504,210,13,2368,2,3,3,233,Potential
NR-85501,59,7,305,3,2,1,321,Potential
NR-85502,14,9,1593,4,2,2,422,Potential
NS-185051,294,7,1681,1,2,2,122,At Risk
NS-185052,62,20,3767,3,4,4,344,Loyal Customers
NS-185053,61,24,6814,3,4,4,344,Loyal Customers
NS-185054,6,15,2576,4,4,3,443,Loyal Customers
NS-186401,48,10,2341,3,2,3,323,Potential
NS-186402,36,17,4581,4,4,4,444,Champions
NS-186403,56,21,4982,3,4,4,344,Loyal Customers
NS-186404,174,26,2966,2,4,3,243,Loyal Customers
NS-85051,13,7,901,4,2,2,422,Potential
NS-85052,197,2,62,2,1,1,211,Potential
NS-86401,47,8,694,3,2,1,321,Potential
NS-86402,133,10,1079,2,2,2,222,Potential
NW-184001,235,13,1550,2,3,2,232,Potential
NW-184002,181,7,1720,2,2,2,222,Potential
NW-184003,334,18,4823,1,4,4,144,Loyal Customers
NW-184004,172,22,7233,2,4,4,244,Loyal Customers
NW-84001,1239,1,5100,1,1,4,114,At Risk
NW-84002,677,3,334,1,1,1,111,At Risk
NW-84003,117,15,1614,2,4,2,242,Loyal Customers
NZ-185651,232,15,9544,2,4,4,244,Loyal Customers
NZ-185652,109,14,5475,3,3,4,334,Potential
NZ-185653,386,11,2436,1,3,3,133,At Risk
NZ-185654,85,20,2487,3,4,3,343,Loyal Customers
NZ-85651,99,6,329,3,1,1,311,Potential
ON-187151,125,13,3094,2,3,3,233,Potential
ON-187152,47,21,8368,3,4,4,344,Loyal Customers
ON-187153,428,14,4736,1,3,4,134,At Risk
ON-187154,410,15,1567,1,4,2,142,Loyal Customers
ON-87151,999,2,346,1,1,1,111,At Risk
ON-87152,459,9,1162,1,2,2,122,At Risk
OT-187301,33,21,6463,4,4,4,444,Champions
OT-187302,41,23,5883,4,4,4,444,Champions
OT-187303,118,14,3330,2,3,3,233,Potential
OT-187304,65,10,3819,3,2,4,324,Potential
OT-87301,471,2,220,1,1,1,111,At Risk
OT-87302,242,3,44,2,1,1,211,Potential
PA-190601,50,13,1265,3,3,2,332,Potential
PA-190602,74,4,1921,3,1,3,313,Potential
PA-190603,23,19,2808,4,4,3,443,Loyal Customers
PA-190604,103,7,730,3,2,2,322,Potential
PA-90601,404,6,3223,1,1,3,113,At Risk
PA-90602,177,7,448,2,2,1,221,Potential
PB-188051,8,12,3440,4,3,3,433,Potential
PB-188052,359,12,4889,1,3,4,134,At Risk
PB-188053,72,12,3001,3,3,3,333,Potential
PB-188054,25,10,741,4,2,2,422,Potential
PB-191051,88,9,2957,3,2,3,323,Potential
PB-191052,526,14,1855,1,3,2,132,At Risk
PB-191053,138,7,2587,2,2,3,223,Potential
PB-191054,57,5,689,3,1,1,311,Potential
PB-191501,67,10,1849,3,2,2,322,Potential
PB-191502,103,14,1308,3,3,2,332,Potential
PB-191503,5,19,3294,4,4,3,443,Loyal Customers
PB-191504,97,11,1457,3,3,2,332,Potential
PB-192101,32,24,11654,4,4,4,444,Champions
PB-192102,8,25,4684,4,4,4,444,Champions
PB-192103,151,10,2497,2,2,3,223,Potential
PB-192104,688,2,133,1,1,1,111,At Risk
PB-88051,120,4,254,2,1,1,211,Potential
PB-88052,729,2,620,1,1,1,111,At Risk
PB-88053,342,10,1913,1,2,3,123,At Risk
PB-91051,0,12,1809,4,3,2,432,Potential
PB-91501,41,7,393,4,2,1,421,Potential
PB-91502,142,15,3085,2,4,3,243,Loyal Customers
PB-92101,317,5,270,1,1,1,111,At Risk
PB-92102,307,18,5031,1,4,4,144,Loyal Customers
PC-187451,82,12,3356,3,3,3,333,Potential
PC-187452,21,9,1448,4,2,2,422,Potential
PC-187453,789,12,4058,1,3,4,134,At Risk
PC-187454,2,5,1832,4,1,2,412,Potential
PC-190001,21,18,2185,4,4,3,443,Loyal Customers
PC-190002,32,14,6069,4,3,4,434,Potential
PC-190003,50,2,157,3,1,1,311,Potential
PC-190004,882,3,1062,1,1,2,112,At Risk
PC-87451,57,2,85,3,1,1,311,Potential
